Node,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [B],Disc Read [B],Disc Write [MB],Disc Read [KB],Disc Read [GB],ReportFile,Rate
/node4,0.5766666666666667,0.2475,1.95,1.95,0.0,0.0,3.11,0.129,0.0,0.0001,0.0,updateDid_report_120_20250326-100420.html,120
/node2,1.2766666666666666,0.5208333333333334,2.09,2.09,0.0,0.0,3.15,0.352,0.0,0.0003,0.0,updateDid_report_120_20250326-100420.html,120
/node6,1.2183333333333333,0.4683333333333333,2.0,2.0,0.0,0.0,3.13,2.73,0.0,0.0027,0.0,updateDid_report_120_20250326-100420.html,120
/node5,0.7891666666666667,0.4083333333333334,2.07,2.07,0.0,0.0,3.11,0.0898,0.0,0.0001,0.0,updateDid_report_120_20250326-100420.html,120
/node3,0.8925000000000001,0.4391666666666666,2.36,2.2,0.0,0.0,3.41,1.26,0.0,0.0012,0.0,updateDid_report_120_20250326-100420.html,120
/node1,1.26,0.5133333333333333,2.34,2.34,0.0,0.0,3.02,6.44,0.0,0.0063,0.0,updateDid_report_120_20250326-100420.html,120
/node4,0.5766666666666667,0.2475,1.95,1.95,0.0,0.0,3.11,0.129,0.0,0.0001,0.0,updateDid_report_120_20250326-100420.html,120
/node2,1.2766666666666666,0.5208333333333334,2.09,2.09,0.0,0.0,3.15,0.352,0.0,0.0003,0.0,updateDid_report_120_20250326-100420.html,120
/node6,1.2183333333333333,0.4683333333333333,2.0,2.0,0.0,0.0,3.13,2.73,0.0,0.0027,0.0,updateDid_report_120_20250326-100420.html,120
/node5,0.7891666666666667,0.4083333333333334,2.07,2.07,0.0,0.0,3.11,0.0898,0.0,0.0001,0.0,updateDid_report_120_20250326-100420.html,120
/node3,0.8925000000000001,0.4391666666666666,2.36,2.2,0.0,0.0,3.41,1.26,0.0,0.0012,0.0,updateDid_report_120_20250326-100420.html,120
/node1,1.26,0.5133333333333333,2.34,2.34,0.0,0.0,3.02,6.44,0.0,0.0063,0.0,updateDid_report_120_20250326-100420.html,120
/node4,0.1999999999999999,0.0958333333333333,1.98,1.98,0.0,0.0,3.77,2.21,0.0,0.0022,0.0,updateDid_report_120_20250326-093848.html,120
/node2,0.21,0.0641666666666666,1.91,1.91,0.0,0.0,3.96,1.16,0.0,0.0011,0.0,updateDid_report_120_20250326-093848.html,120
/node6,0.1741666666666666,0.0541666666666666,3.57,3.55,0.0,0.0,0.0,55.3,0.0,0.054,0.0,updateDid_report_120_20250326-093848.html,120
/node5,0.2108333333333333,0.0608333333333333,2.07,2.07,0.0,0.0,6.79,0.391,0.0,0.0004,0.0,updateDid_report_120_20250326-093848.html,120
/node3,0.2025,0.0591666666666666,1.96,1.9,0.0,0.0,0.0,0.465,0.0,0.0005,0.0,updateDid_report_120_20250326-093848.html,120
/node1,0.3241666666666666,0.0983333333333333,2.71,2.71,0.0,0.0,4.07,1.78,0.0,0.0017,0.0,updateDid_report_120_20250326-093848.html,120
/node4,0.1999999999999999,0.0958333333333333,1.98,1.98,0.0,0.0,3.77,2.21,0.0,0.0022,0.0,updateDid_report_120_20250326-093848.html,120
/node2,0.21,0.0641666666666666,1.91,1.91,0.0,0.0,3.96,1.16,0.0,0.0011,0.0,updateDid_report_120_20250326-093848.html,120
/node6,0.1741666666666666,0.0541666666666666,3.57,3.55,0.0,0.0,0.0,55.3,0.0,0.054,0.0,updateDid_report_120_20250326-093848.html,120
/node5,0.2108333333333333,0.0608333333333333,2.07,2.07,0.0,0.0,6.79,0.391,0.0,0.0004,0.0,updateDid_report_120_20250326-093848.html,120
/node3,0.2025,0.0591666666666666,1.96,1.9,0.0,0.0,0.0,0.465,0.0,0.0005,0.0,updateDid_report_120_20250326-093848.html,120
/node1,0.3241666666666666,0.0983333333333333,2.71,2.71,0.0,0.0,4.07,1.78,0.0,0.0017,0.0,updateDid_report_120_20250326-093848.html,120
/node4,0.255,0.0941666666666666,1.76,1.76,0.0,0.0,0.461,32.0,0.0,0.0312,0.0,updateDid_report_120_20250326-015454.html,120
/node2,0.2208333333333333,0.0658333333333333,2.85,2.85,0.0,0.0,0.0,28.0,0.0,0.0273,0.0,updateDid_report_120_20250326-015454.html,120
/node6,0.225,0.0666666666666666,1.85,1.85,0.0,0.0,3.72,20.0,0.0,0.0195,0.0,updateDid_report_120_20250326-015454.html,120
/node5,0.2225,0.065,1.78,1.78,0.0,0.0,2.86,0.0,0.0,0.0,0.0,updateDid_report_120_20250326-015454.html,120
/node3,0.2275,0.0683333333333333,1.78,1.78,0.0,0.0,2.7,0.0,0.0,0.0,0.0,updateDid_report_120_20250326-015454.html,120
/node1,0.3233333333333333,0.0916666666666666,3.03,3.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,updateDid_report_120_20250326-015454.html,120
/node4,0.255,0.0941666666666666,1.76,1.76,0.0,0.0,0.461,32.0,0.0,0.0312,0.0,updateDid_report_120_20250326-015454.html,120
/node2,0.2208333333333333,0.0658333333333333,2.85,2.85,0.0,0.0,0.0,28.0,0.0,0.0273,0.0,updateDid_report_120_20250326-015454.html,120
