Node,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [B],Disc Read [B],Disc Write [MB],Disc Read [KB],Disc Read [GB],ReportFile,Rate
/node4,0.6699999999999999,0.2116666666666666,2.01,2.01,0.0,0.0,12.9,4.71,0.0,0.0046,0.0,createCredentialDefinition_report_60_20250326-100851.html,60
/node2,0.9475,0.2725,2.09,2.09,0.0,0.0,11.2,0.805,0.0,0.0008,0.0,createCredentialDefinition_report_60_20250326-100851.html,60
/node6,0.7374999999999999,0.2233333333333333,2.01,2.01,0.0,0.0,3.0,0.453,0.0,0.0004,0.0,createCredentialDefinition_report_60_20250326-100851.html,60
/node5,0.7508333333333334,0.2658333333333333,2.09,2.08,0.0,0.0,12.0,0.523,0.0,0.0005,0.0,createCredentialDefinition_report_60_20250326-100851.html,60
/node3,1.0175,0.3075,2.79,2.79,0.0,0.0,3.07,0.73,0.0,0.0007,0.0,createCredentialDefinition_report_60_20250326-100851.html,60
/node1,0.79,0.2325,2.35,2.34,0.0,0.0,3.06,1.61,0.0,0.0016,0.0,createCredentialDefinition_report_60_20250326-100851.html,60
/node4,0.6699999999999999,0.2116666666666666,2.01,2.01,0.0,0.0,12.9,4.71,0.0,0.0046,0.0,createCredentialDefinition_report_60_20250326-100851.html,60
/node2,0.9475,0.2725,2.09,2.09,0.0,0.0,11.2,0.805,0.0,0.0008,0.0,createCredentialDefinition_report_60_20250326-100851.html,60
/node6,0.7374999999999999,0.2233333333333333,2.01,2.01,0.0,0.0,3.0,0.453,0.0,0.0004,0.0,createCredentialDefinition_report_60_20250326-100851.html,60
/node5,0.7508333333333334,0.2658333333333333,2.09,2.08,0.0,0.0,12.0,0.523,0.0,0.0005,0.0,createCredentialDefinition_report_60_20250326-100851.html,60
/node3,1.0175,0.3075,2.79,2.79,0.0,0.0,3.07,0.73,0.0,0.0007,0.0,createCredentialDefinition_report_60_20250326-100851.html,60
/node1,0.79,0.2325,2.35,2.34,0.0,0.0,3.06,1.61,0.0,0.0016,0.0,createCredentialDefinition_report_60_20250326-100851.html,60
/node4,0.9266666666666666,0.3899999999999999,1.94,1.94,0.0,0.0,4.48,2.45,0.0,0.0024,0.0,createCredentialDefinition_report_60_20250326-094323.html,60
/node2,1.1541666666666666,0.5483333333333333,2.14,2.14,0.0,0.0,11.0,1.1,0.0,0.0011,0.0,createCredentialDefinition_report_60_20250326-094323.html,60
/node6,1.0541666666666667,0.5166666666666667,3.38,3.37,0.0,0.0,10.9,18.0,0.0,0.0176,0.0,createCredentialDefinition_report_60_20250326-094323.html,60
/node5,1.0533333333333337,0.5616666666666666,1.87,1.86,0.0,0.0,4.19,17.4,0.0,0.017,0.0,createCredentialDefinition_report_60_20250326-094323.html,60
/node3,1.1,0.5241666666666667,2.03,2.03,0.0,0.0,5.13,1.66,0.0,0.0016,0.0,createCredentialDefinition_report_60_20250326-094323.html,60
/node1,1.5916666666666668,0.7566666666666667,2.49,2.48,0.0,0.0,11.0,22.9,0.0,0.0224,0.0,createCredentialDefinition_report_60_20250326-094323.html,60
/node4,0.9266666666666666,0.3899999999999999,1.94,1.94,0.0,0.0,4.48,2.45,0.0,0.0024,0.0,createCredentialDefinition_report_60_20250326-094323.html,60
/node2,1.1541666666666666,0.5483333333333333,2.14,2.14,0.0,0.0,11.0,1.1,0.0,0.0011,0.0,createCredentialDefinition_report_60_20250326-094323.html,60
/node6,1.0541666666666667,0.5166666666666667,3.38,3.37,0.0,0.0,10.9,18.0,0.0,0.0176,0.0,createCredentialDefinition_report_60_20250326-094323.html,60
/node5,1.0533333333333337,0.5616666666666666,1.87,1.86,0.0,0.0,4.19,17.4,0.0,0.017,0.0,createCredentialDefinition_report_60_20250326-094323.html,60
/node3,1.1,0.5241666666666667,2.03,2.03,0.0,0.0,5.13,1.66,0.0,0.0016,0.0,createCredentialDefinition_report_60_20250326-094323.html,60
/node1,1.5916666666666668,0.7566666666666667,2.49,2.48,0.0,0.0,11.0,22.9,0.0,0.0224,0.0,createCredentialDefinition_report_60_20250326-094323.html,60
/node4,1.035,0.295,2.22,2.22,0.0,0.0,25.2,25.9,0.0,0.0253,0.0,createCredentialDefinition_report_60_20250326-105006.html,60
/node2,0.6991666666666667,0.2133333333333333,2.12,2.12,0.0,0.0,11.2,21.4,0.0,0.0209,0.0,createCredentialDefinition_report_60_20250326-105006.html,60
