Node,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [B],Disc Read [B],Disc Write [MB],Disc Read [KB],Disc Read [GB],ReportFile,Rate
/node4,1.3591666666666666,0.6891666666666666,2.28,2.27,0.0,0.0,77.4,24.9,0.0001,0.0243,0.0,createDid_report_120_20250326-081948.html,120
/node2,1.784166666666667,0.8016666666666666,2.43,2.42,0.0,0.0,368.0,162.0,0.0004,0.1582,0.0,createDid_report_120_20250326-081948.html,120
/node6,1.1341666666666663,0.6666666666666666,4.16,4.15,0.0,0.0,82.1,5.91,0.0001,0.0058,0.0,createDid_report_120_20250326-081948.html,120
/node5,1.515,0.6608333333333333,2.95,2.81,0.0,0.0,72.8,15.2,0.0001,0.0148,0.0,createDid_report_120_20250326-081948.html,120
/node3,1.43,0.7725,2.22,2.2,0.0,0.0,94.3,17.5,0.0001,0.0171,0.0,createDid_report_120_20250326-081948.html,120
/node1,1.7066666666666668,0.8433333333333333,3.34,3.33,0.0,0.0,85.4,22.8,0.0001,0.0223,0.0,createDid_report_120_20250326-081948.html,120
/node4,1.3591666666666666,0.6891666666666666,2.28,2.27,0.0,0.0,77.4,24.9,0.0001,0.0243,0.0,createDid_report_120_20250326-081948.html,120
/node2,1.784166666666667,0.8016666666666666,2.43,2.42,0.0,0.0,368.0,162.0,0.0004,0.1582,0.0,createDid_report_120_20250326-081948.html,120
/node6,1.1341666666666663,0.6666666666666666,4.16,4.15,0.0,0.0,82.1,5.91,0.0001,0.0058,0.0,createDid_report_120_20250326-081948.html,120
/node5,1.515,0.6608333333333333,2.95,2.81,0.0,0.0,72.8,15.2,0.0001,0.0148,0.0,createDid_report_120_20250326-081948.html,120
/node3,1.43,0.7725,2.22,2.2,0.0,0.0,94.3,17.5,0.0001,0.0171,0.0,createDid_report_120_20250326-081948.html,120
/node1,1.7066666666666668,0.8433333333333333,3.34,3.33,0.0,0.0,85.4,22.8,0.0001,0.0223,0.0,createDid_report_120_20250326-081948.html,120
/node4,1.9875,0.8825,2.08,2.08,0.0,0.0,61.5,9.77,0.0001,0.0095,0.0,createDid_report_120_20250326-100041.html,120
/node2,1.2041666666666666,0.6833333333333332,2.2,2.17,0.0,0.0,83.1,10.5,0.0001,0.0103,0.0,createDid_report_120_20250326-100041.html,120
/node6,1.8233333333333333,0.8849999999999999,2.42,2.34,0.0,0.0,183.0,34.3,0.0002,0.0335,0.0,createDid_report_120_20250326-100041.html,120
/node5,1.6675000000000002,0.77,2.12,2.1,0.0,0.0,74.1,3.25,0.0001,0.0032,0.0,createDid_report_120_20250326-100041.html,120
/node3,1.8558333333333328,0.9975,2.71,2.29,0.0,0.0,60.6,5.64,0.0001,0.0055,0.0,createDid_report_120_20250326-100041.html,120
/node1,1.515,0.7241666666666666,2.63,2.59,0.0,0.0,75.0,13.5,0.0001,0.0132,0.0,createDid_report_120_20250326-100041.html,120
/node4,1.9875,0.8825,2.08,2.08,0.0,0.0,61.5,9.77,0.0001,0.0095,0.0,createDid_report_120_20250326-100041.html,120
/node2,1.2041666666666666,0.6833333333333332,2.2,2.17,0.0,0.0,83.1,10.5,0.0001,0.0103,0.0,createDid_report_120_20250326-100041.html,120
