Node,CPU%(max),CPU%(avg),Memory(max) [GB],Memory(avg) [GB],Traffic In [B],Traffic Out [B],Disc Write [B],Disc Read [B],Disc Write [MB],Disc Read [KB],Disc Read [GB],ReportFile,Rate
/node4,1.5824999999999998,0.7675000000000001,2.08,2.06,0.0,0.0,26.1,2.9,0.0,0.0028,0.0,createDid_report_100_20250326-095934.html,100
/node2,1.8291666666666664,0.7925,2.18,2.15,0.0,0.0,25.2,3.75,0.0,0.0037,0.0,createDid_report_100_20250326-095934.html,100
/node6,1.7066666666666668,0.6408333333333334,2.38,2.36,0.0,0.0,20.8,51.4,0.0,0.0502,0.0,createDid_report_100_20250326-095934.html,100
/node5,1.1191666666666666,0.6441666666666667,2.1,2.1,0.0,0.0,30.1,7.32,0.0,0.0071,0.0,createDid_report_100_20250326-095934.html,100
/node3,1.6466666666666667,0.8516666666666667,2.42,2.17,0.0,0.0,24.3,3.01,0.0,0.0029,0.0,createDid_report_100_20250326-095934.html,100
/node1,1.3241666666666667,0.6525,2.62,2.61,0.0,0.0,29.9,13.3,0.0,0.013,0.0,createDid_report_100_20250326-095934.html,100
/node4,1.5824999999999998,0.7675000000000001,2.08,2.06,0.0,0.0,26.1,2.9,0.0,0.0028,0.0,createDid_report_100_20250326-095934.html,100
/node2,1.8291666666666664,0.7925,2.18,2.15,0.0,0.0,25.2,3.75,0.0,0.0037,0.0,createDid_report_100_20250326-095934.html,100
/node6,1.7066666666666668,0.6408333333333334,2.38,2.36,0.0,0.0,20.8,51.4,0.0,0.0502,0.0,createDid_report_100_20250326-095934.html,100
/node5,1.1191666666666666,0.6441666666666667,2.1,2.1,0.0,0.0,30.1,7.32,0.0,0.0071,0.0,createDid_report_100_20250326-095934.html,100
/node3,1.6466666666666667,0.8516666666666667,2.42,2.17,0.0,0.0,24.3,3.01,0.0,0.0029,0.0,createDid_report_100_20250326-095934.html,100
/node1,1.3241666666666667,0.6525,2.62,2.61,0.0,0.0,29.9,13.3,0.0,0.013,0.0,createDid_report_100_20250326-095934.html,100
/node4,1.4725,0.7533333333333333,2.04,2.03,0.0,0.0,52.1,13.7,0.0,0.0134,0.0,createDid_report_100_20250326-093424.html,100
/node2,1.035,0.4875,2.08,2.05,0.0,0.0,37.5,11.8,0.0,0.0115,0.0,createDid_report_100_20250326-093424.html,100
/node6,1.268333333333333,0.7016666666666667,3.52,3.5,0.0,0.0,99.3,55.3,0.0001,0.054,0.0,createDid_report_100_20250326-093424.html,100
/node5,1.1058333333333332,0.5725,2.06,2.05,0.0,0.0,28.4,52.6,0.0,0.0514,0.0,createDid_report_100_20250326-093424.html,100
/node3,1.2808333333333333,0.6216666666666667,2.08,2.07,0.0,0.0,22.6,19.1,0.0,0.0187,0.0,createDid_report_100_20250326-093424.html,100
/node1,1.175,0.5441666666666667,2.66,2.66,0.0,0.0,14.9,15.5,0.0,0.0151,0.0,createDid_report_100_20250326-093424.html,100
/node4,1.4725,0.7533333333333333,2.04,2.03,0.0,0.0,52.1,13.7,0.0,0.0134,0.0,createDid_report_100_20250326-093424.html,100
/node2,1.035,0.4875,2.08,2.05,0.0,0.0,37.5,11.8,0.0,0.0115,0.0,createDid_report_100_20250326-093424.html,100
/node6,1.268333333333333,0.7016666666666667,3.52,3.5,0.0,0.0,99.3,55.3,0.0001,0.054,0.0,createDid_report_100_20250326-093424.html,100
/node5,1.1058333333333332,0.5725,2.06,2.05,0.0,0.0,28.4,52.6,0.0,0.0514,0.0,createDid_report_100_20250326-093424.html,100
/node3,1.2808333333333333,0.6216666666666667,2.08,2.07,0.0,0.0,22.6,19.1,0.0,0.0187,0.0,createDid_report_100_20250326-093424.html,100
/node1,1.175,0.5441666666666667,2.66,2.66,0.0,0.0,14.9,15.5,0.0,0.0151,0.0,createDid_report_100_20250326-093424.html,100
/node4,1.3441666666666665,0.6108333333333333,1.89,1.87,0.0,0.0,24.2,0.0625,0.0,0.0001,0.0,createDid_report_100_20250326-015053.html,100
/node2,1.0741666666666667,0.6241666666666666,2.82,2.82,0.0,0.0,17.2,0.977,0.0,0.001,0.0,createDid_report_100_20250326-015053.html,100
/node6,1.2833333333333334,0.7241666666666666,1.96,1.91,0.0,0.0,20.4,0.0,0.0,0.0,0.0,createDid_report_100_20250326-015053.html,100
/node5,1.6625,0.7358333333333333,1.93,1.87,0.0,0.0,19.0,0.0625,0.0,0.0001,0.0,createDid_report_100_20250326-015053.html,100
/node3,1.1816666666666666,0.5416666666666666,1.87,1.85,0.0,0.0,11.2,0.0,0.0,0.0,0.0,createDid_report_100_20250326-015053.html,100
/node1,1.3291666666666666,0.6875,2.05,1.98,0.0,0.0,23.6,3.91,0.0,0.0038,0.0,createDid_report_100_20250326-015053.html,100
/node4,1.3441666666666665,0.6108333333333333,1.89,1.87,0.0,0.0,24.2,0.0625,0.0,0.0001,0.0,createDid_report_100_20250326-015053.html,100
/node2,1.0741666666666667,0.6241666666666666,2.82,2.82,0.0,0.0,17.2,0.977,0.0,0.001,0.0,createDid_report_100_20250326-015053.html,100
/node6,1.2833333333333334,0.7241666666666666,1.96,1.91,0.0,0.0,20.4,0.0,0.0,0.0,0.0,createDid_report_100_20250326-015053.html,100
/node5,1.6625,0.7358333333333333,1.93,1.87,0.0,0.0,19.0,0.0625,0.0,0.0001,0.0,createDid_report_100_20250326-015053.html,100
/node3,1.1816666666666666,0.5416666666666666,1.87,1.85,0.0,0.0,11.2,0.0,0.0,0.0,0.0,createDid_report_100_20250326-015053.html,100
/node1,1.3291666666666666,0.6875,2.05,1.98,0.0,0.0,23.6,3.91,0.0,0.0038,0.0,createDid_report_100_20250326-015053.html,100
/node4,1.3141666666666667,0.6025,2.26,2.24,0.0,0.0,31.4,4.27,0.0,0.0042,0.0,createDid_report_100_20250326-081853.html,100
/node2,1.3875,0.6391666666666667,2.46,2.35,0.0,0.0,26.6,26.6,0.0,0.026,0.0,createDid_report_100_20250326-081853.html,100
/node6,0.9983333333333334,0.5283333333333333,4.16,4.15,0.0,0.0,15.3,2.39,0.0,0.0023,0.0,createDid_report_100_20250326-081853.html,100
/node5,1.0758333333333334,0.495,2.69,2.68,0.0,0.0,12.6,7.81,0.0,0.0076,0.0,createDid_report_100_20250326-081853.html,100
/node3,1.4166666666666667,0.5891666666666667,2.3,2.2,0.0,0.0,88.3,16.7,0.0001,0.0163,0.0,createDid_report_100_20250326-081853.html,100
/node1,1.3383333333333332,0.7491666666666666,3.34,3.33,0.0,0.0,16.4,15.0,0.0,0.0146,0.0,createDid_report_100_20250326-081853.html,100
/node4,1.3141666666666667,0.6025,2.26,2.24,0.0,0.0,31.4,4.27,0.0,0.0042,0.0,createDid_report_100_20250326-081853.html,100
/node2,1.3875,0.6391666666666667,2.46,2.35,0.0,0.0,26.6,26.6,0.0,0.026,0.0,createDid_report_100_20250326-081853.html,100
/node6,0.9983333333333334,0.5283333333333333,4.16,4.15,0.0,0.0,15.3,2.39,0.0,0.0023,0.0,createDid_report_100_20250326-081853.html,100
/node5,1.0758333333333334,0.495,2.69,2.68,0.0,0.0,12.6,7.81,0.0,0.0076,0.0,createDid_report_100_20250326-081853.html,100
/node3,1.4166666666666667,0.5891666666666667,2.3,2.2,0.0,0.0,88.3,16.7,0.0001,0.0163,0.0,createDid_report_100_20250326-081853.html,100
/node1,1.3383333333333332,0.7491666666666666,3.34,3.33,0.0,0.0,16.4,15.0,0.0,0.0146,0.0,createDid_report_100_20250326-081853.html,100
/node4,1.3616666666666666,0.7108333333333333,2.34,2.28,0.0,0.0,233.0,190.0,0.0002,0.1855,0.0,createDid_report_100_20250326-021237.html,100
/node2,1.5941666666666665,0.935,2.29,2.27,0.0,0.0,55.2,10.8,0.0001,0.0105,0.0,createDid_report_100_20250326-021237.html,100
/node6,1.231666666666667,0.6491666666666667,2.06,1.98,0.0,0.0,25.0,22.8,0.0,0.0223,0.0,createDid_report_100_20250326-021237.html,100
/node5,1.3733333333333333,0.6783333333333333,2.08,2.04,0.0,0.0,33.6,16.1,0.0,0.0157,0.0,createDid_report_100_20250326-021237.html,100
/node3,1.4466666666666663,0.7725,2.16,2.09,0.0,0.0,107.0,13.9,0.0001,0.0136,0.0,createDid_report_100_20250326-021237.html,100
/node1,1.4733333333333334,0.6966666666666667,3.09,2.99,0.0,0.0,28.5,0.543,0.0,0.0005,0.0,createDid_report_100_20250326-021237.html,100
/node4,1.3616666666666666,0.7108333333333333,2.34,2.28,0.0,0.0,233.0,190.0,0.0002,0.1855,0.0,createDid_report_100_20250326-021237.html,100
/node2,1.5941666666666665,0.935,2.29,2.27,0.0,0.0,55.2,10.8,0.0001,0.0105,0.0,createDid_report_100_20250326-021237.html,100
/node6,1.231666666666667,0.6491666666666667,2.06,1.98,0.0,0.0,25.0,22.8,0.0,0.0223,0.0,createDid_report_100_20250326-021237.html,100
/node5,1.3733333333333333,0.6783333333333333,2.08,2.04,0.0,0.0,33.6,16.1,0.0,0.0157,0.0,createDid_report_100_20250326-021237.html,100
/node3,1.4466666666666663,0.7725,2.16,2.09,0.0,0.0,107.0,13.9,0.0001,0.0136,0.0,createDid_report_100_20250326-021237.html,100
/node1,1.4733333333333334,0.6966666666666667,3.09,2.99,0.0,0.0,28.5,0.543,0.0,0.0005,0.0,createDid_report_100_20250326-021237.html,100
